feature,1,3,5,10,15
price_only,2.4030278861522674,3.33098703622818,4.012300819158554,5.355021369457245,6.476247179508209
price_plus_sentiment,5.223546653985977,5.479384255409241,6.013785564899445,7.242691648006439,8.147725307941437
