Date,Close,pos_mean,neut_mean,neg_mean,news_count
2009-08-07,66.61390686035156,0.27847304940223694,0.7134889364242554,0.008038015104830265,1.0
2009-08-10,66.26225280761719,0.5831213012337685,0.3993601378053427,0.017518572369590403,10.0
2009-08-11,65.75424194335938,0.0,0.0,0.0,0.0
2009-08-12,66.59158325195312,0.8536919951438904,0.13869456946849823,0.007613420952111483,1.0
2009-08-13,66.75347137451172,0.29830896854400635,0.6889936923980713,0.012697366066277027,1.0
2009-08-14,66.18966674804688,0.0,0.0,0.0,0.0
2009-08-17,65.23506927490234,0.23513130533198515,0.436812116454045,0.32805656424413127,3.0
2009-08-18,65.6649398803711,0.33238888159394264,0.6571394316852093,0.010471700923517346,8.0
2009-08-19,66.18966674804688,0.0,0.0,0.0,0.0
2009-08-20,66.40180969238281,0.0,0.0,0.0,0.0
2009-08-21,66.93212890625,0.0,0.0,0.0,0.0
2009-08-24,66.60832214355469,0.0,0.0,0.0,0.0
2009-08-25,66.33480834960938,0.0,0.0,0.0,0.0
2009-08-26,66.69206237792969,0.8918018341064453,0.10024575889110565,0.007952367886900902,1.0
2009-08-27,66.66973876953125,0.0,0.0,0.0,0.0
2009-08-28,65.99427032470703,0.0,0.0,0.0,0.0
2009-08-31,65.89940643310547,0.0,0.0,0.0,0.0
2009-09-01,65.14019775390625,0.0,0.0,0.0,0.0
2009-09-02,64.80525970458984,0.0,0.0,0.0,0.0
2009-09-03,64.939208984375,0.12248757481575012,0.8543591499328613,0.02315332740545273,1.0
2009-09-04,65.57000732421875,0.0,0.0,0.0,0.0
2009-09-08,65.4025650024414,0.04058033972978592,0.8675985932350159,0.09182107448577881,1.0
2009-09-09,65.17925262451172,0.6437109348674616,0.3214788722495238,0.034810238517820835,3.0
2009-09-10,65.68724822998047,0.0,0.0,0.0,0.0
2009-09-11,65.89940643310547,0.0,0.0,0.0,0.0
2009-09-14,66.36271667480469,0.0,0.0,0.0,0.0
2009-09-15,66.62510681152344,0.08135204017162323,0.8507242202758789,0.06792374700307846,1.0
2009-09-16,68.00391387939453,0.0,0.0,0.0,0.0
2009-09-17,68.03739929199219,0.0,0.0,0.0,0.0
2009-09-18,68.16580200195312,0.9250534176826477,0.0632229745388031,0.01172366738319397,1.0
2009-09-21,67.86437225341797,0.0,0.0,0.0,0.0
2009-09-22,67.88668823242188,0.9345715045928955,0.055891066789627075,0.0095374109223485,1.0
2009-09-23,67.44568634033203,0.0,0.0,0.0,0.0
2009-09-24,67.51268005371094,0.0,0.0,0.0,0.0
2009-09-25,67.59080505371094,0.0,0.0,0.0,0.0
2009-09-28,66.61390686035156,0.0,0.0,0.0,0.0
2009-09-29,66.32364654541016,0.0,0.0,0.0,0.0
2009-09-30,66.7702407836914,0.03183697164058685,0.0218274537473917,0.9463355541229248,1.0
2009-10-01,65.81564331054688,0.0,0.0,0.0,0.0
2009-10-02,66.44088745117188,0.0,0.0,0.0,0.0
2009-10-05,66.84838104248047,0.0,0.0,0.0,0.0
2009-10-06,67.74156188964844,0.11812900006771088,0.8678922057151794,0.013978758826851845,1.0
2009-10-07,68.53986358642578,0.6417626738548279,0.10827938467264175,0.24995796382427216,1.0
2009-10-08,68.26628875732422,0.0,0.0,0.0,0.0
2009-10-09,70.29825592041016,0.9078782200813293,0.08290078490972519,0.009221012704074383,1.0
2009-10-12,70.91790771484375,0.0,0.0,0.0,0.0
2009-10-13,70.90674591064453,0.0,0.0,0.0,0.0
2009-10-14,71.6491928100586,0.9195905327796936,0.06598132848739624,0.014428094029426575,1.0
2009-10-15,71.44265747070312,0.23267566077411175,0.24130153357982637,0.5260228361934424,5.0
2009-10-16,67.90345001220703,0.3924314081668854,0.5983538627624512,0.009214748628437519,1.0
2009-10-19,68.69613647460938,0.1636076122522354,0.08898062258958817,0.747411847114563,1.0
2009-10-20,68.56217193603516,0.05561853153631091,0.451119439676404,0.49326199758797884,2.0
2009-10-21,67.47358703613281,0.0,0.0,0.0,0.0
2009-10-22,68.48957824707031,0.831677258014679,0.1089593656361103,0.059363462030887604,2.0
2009-10-23,67.18890380859375,0.0,0.0,0.0,0.0
2009-10-26,67.04936981201172,0.0,0.0,0.0,0.0
2009-10-27,67.35079956054688,0.0,0.0,0.0,0.0
2009-10-28,67.82527923583984,0.009916958399116993,0.017348922789096832,0.9727340936660767,1.0
2009-10-29,68.590087890625,0.0,0.0,0.0,0.0
2009-10-30,67.32844543457031,0.8199354410171509,0.17327262461185455,0.006791898515075445,1.0
2009-11-02,67.30057525634766,0.0,0.0,0.0,0.0
2009-11-03,67.63550567626953,0.0,0.0,0.0,0.0
2009-11-04,67.70804595947266,0.0,0.0,0.0,0.0
2009-11-05,68.71845245361328,0.0,0.0,0.0,0.0
2009-11-06,69.24556732177734,0.30762359499931335,0.6826502680778503,0.009726058691740036,1.0
2009-11-09,70.65302276611328,0.11166155338287354,0.8755602836608887,0.012778238393366337,1.0
2009-11-10,71.16327667236328,0.009935826994478703,0.03162449225783348,0.9584396481513977,1.0
2009-11-11,71.32030487060547,0.42348715802654624,0.09140901919454336,0.48510381183587015,2.0
2009-11-12,70.79879760742188,0.0,0.0,0.0,0.0
2009-11-13,71.2305679321289,0.15820804238319397,0.6868710517883301,0.15492087602615356,1.0
2009-11-16,71.8922348022461,0.9400840997695923,0.04668600857257843,0.01322997733950615,1.0
2009-11-17,72.12774658203125,0.0,0.0,0.0,0.0
2009-11-18,71.85863494873047,0.0,0.0,0.0,0.0
2009-11-19,71.51656341552734,0.0,0.0,0.0,0.0
2009-11-20,71.1913070678711,0.0,0.0,0.0,0.0
2009-11-23,71.88665008544922,0.07904025912284851,0.01745534874498844,0.9035043716430664,1.0
2009-11-24,71.73524475097656,0.0,0.0,0.0,0.0
2009-11-25,71.37075805664062,0.010014424100518227,0.01791473478078842,0.9720708727836609,1.0
2009-11-27,70.48480987548828,0.0,0.0,0.0,0.0
2009-11-30,70.8492431640625,0.8572898507118225,0.07946310192346573,0.06324701756238937,1.0
2009-12-01,71.74082946777344,0.7222940027713776,0.266899723559618,0.010806262958794832,2.0
2009-12-02,71.33150482177734,0.0,0.0,0.0,0.0
2009-12-03,71.52217102050781,0.8094669878482819,0.1782395876944065,0.012293459381908178,2.0
2009-12-04,71.35391998291016,0.27461783587932587,0.052582524716854095,0.6727996468544006,2.0
2009-12-07,71.23617553710938,0.9188107252120972,0.04099699482321739,0.04019219055771828,1.0
2009-12-08,71.10159301757812,0.0,0.0,0.0,0.0
2009-12-09,71.99317932128906,0.6264043351014456,0.3601249270141125,0.01347076923896869,3.0
2009-12-10,72.52587890625,0.0,0.0,0.0,0.0
2009-12-11,72.71654510498047,0.0,0.0,0.0,0.0
2009-12-14,72.85673522949219,0.1555643528699875,0.8028091788291931,0.04162647947669029,1.0
2009-12-15,72.04924011230469,0.01999880187213421,0.39171522855758667,0.5882859230041504,1.0
2009-12-16,72.172607421875,0.11899380261699359,0.32735536495844525,0.553650846083959,3.0
2009-12-17,71.43805694580078,0.0,0.0,0.0,0.0
2009-12-18,71.72399139404297,0.9020662307739258,0.09013351798057556,0.007800198160111904,1.0
2009-12-21,72.13896942138672,0.0,0.0,0.0,0.0
2009-12-22,72.85673522949219,0.142811623091499,0.3295841955890258,0.5276041999459267,3.0
2009-12-23,72.89595031738281,0.3460053503513336,0.6439301371574402,0.010064499452710152,1.0
2009-12-24,73.215576171875,0.0,0.0,0.0,0.0
2009-12-28,74.19127655029297,0.6690980096658071,0.14215787003437677,0.18874412712951502,3.0
2009-12-29,73.9333267211914,0.4391031926497817,0.2465365007519722,0.3143602958880365,2.0
2009-12-30,74.33706665039062,0.08593859523534775,0.046781573444604874,0.8672798275947571,1.0
2009-12-31,73.40064239501953,0.0,0.0,0.0,0.0
2010-01-04,74.26979064941406,0.6563074290752411,0.06497454643249512,0.2787180356681347,2.0
