Date,Close,pos_mean,neut_mean,neg_mean,news_count
2009-08-17,37.61495971679688,0.040320392698049545,0.9331404566764832,0.02653917297720909,1.0
2009-08-18,37.60236358642578,0.0,0.0,0.0,0.0
2009-08-19,37.960784912109375,0.04626302793622017,0.41840577125549316,0.5353311896324158,1.0
2009-08-20,38.32548141479492,0.0,0.0,0.0,0.0
2009-08-21,38.68680953979492,0.0,0.0,0.0,0.0
2009-08-24,38.84526824951172,0.0,0.0,0.0,0.0
2009-08-25,38.75654602050781,0.0,0.0,0.0,0.0
2009-08-26,38.433250427246094,0.0,0.0,0.0,0.0
2009-08-27,38.34450912475586,0.0,0.0,0.0,0.0
2009-08-28,38.21772766113281,0.0,0.0,0.0,0.0
2009-08-31,38.31282043457031,0.0,0.0,0.0,0.0
2009-09-01,37.99586486816406,0.0,0.0,0.0,0.0
2009-09-02,37.88177490234375,0.0,0.0,0.0,0.0
2009-09-03,37.8373908996582,0.14050748944282532,0.20376761257648468,0.655724823474884,1.0
2009-09-04,38.23674392700195,0.0,0.0,0.0,0.0
2009-09-08,38.39522552490234,0.0,0.0,0.0,0.0
2009-09-09,38.6170654296875,0.0,0.0,0.0,0.0
2009-09-10,38.4522705078125,0.0,0.0,0.0,0.0
2009-09-11,38.30012893676758,0.01134022418409586,0.02181798219680786,0.9668417572975159,1.0
2009-09-14,38.249420166015625,0.0,0.0,0.0,0.0
2009-09-15,38.12897872924805,0.0,0.0,0.0,0.0
2009-09-16,38.154327392578125,0.3678656220436096,0.10396873205900192,0.5281656384468079,1.0
2009-09-17,38.5219955444336,0.0,0.0,0.0,0.0
2009-09-18,38.52833938598633,0.0,0.0,0.0,0.0
2009-09-21,38.458614349365234,0.0,0.0,0.0,0.0
2009-09-22,38.71850204467773,0.0,0.0,0.0,0.0
2009-09-23,38.5219955444336,0.20632067322731018,0.7745765447616577,0.01910277269780636,1.0
2009-09-24,38.49029922485352,0.06843556463718414,0.044586751610040665,0.8869777321815491,1.0
2009-09-25,38.42691040039063,0.0,0.0,0.0,0.0
2009-09-28,38.83895111083984,0.9367874562740326,0.04020020365715027,0.023012332152575254,2.0
2009-09-29,38.62342834472656,0.0,0.0,0.0,0.0
2009-09-30,38.59807968139648,0.4792226254940033,0.33993685245513916,0.18084049224853516,1.0
2009-10-01,37.9134407043457,0.3234580345451832,0.4493437334895134,0.2271981779485941,2.0
2009-10-02,37.86273956298828,0.0,0.0,0.0,0.0
2009-10-05,37.91979598999024,0.0,0.0,0.0,0.0
2009-10-06,38.21772766113281,0.0,0.0,0.0,0.0
2009-10-07,38.483985900878906,0.0,0.0,0.0,0.0
2009-10-08,38.6297607421875,0.0,0.0,0.0,0.0
2009-10-09,39.13688278198242,0.890102744102478,0.056932467967271805,0.05296478420495987,1.0
2009-10-12,39.63766860961914,0.0,0.0,0.0,0.0
2009-10-13,38.67412185668945,0.06071896106004715,0.8309356570243835,0.10834534466266632,1.0
2009-10-14,38.38253021240234,0.0,0.0,0.0,0.0
2009-10-15,38.6297607421875,0.0,0.0,0.0,0.0
2009-10-16,38.32548141479492,0.0,0.0,0.0,0.0
2009-10-19,38.76921081542969,0.0,0.0,0.0,0.0
2009-10-20,38.40789413452149,0.0,0.0,0.0,0.0
2009-10-21,38.23040390014648,0.0,0.0,0.0,0.0
2009-10-22,38.6297607421875,0.0,0.0,0.0,0.0
2009-10-23,38.376197814941406,0.08852431178092957,0.5248764157295227,0.38659927248954773,1.0
2009-10-26,38.0909538269043,0.0,0.0,0.0,0.0
2009-10-27,38.04656600952149,0.0,0.0,0.0,0.0
2009-10-28,37.76131439208984,0.0,0.0,0.0,0.0
2009-10-29,37.94515228271485,0.0,0.0,0.0,0.0
2009-10-30,37.43169403076172,0.0,0.0,0.0,0.0
2009-11-02,37.71060562133789,0.0,0.0,0.0,0.0
2009-11-03,37.35562896728516,0.5474312528967857,0.05207790620625019,0.4004908079902331,3.0
2009-11-04,37.72962188720703,0.0,0.0,0.0,0.0
2009-11-05,38.02122116088867,0.12210181448608637,0.8570995926856995,0.02079864265397191,2.0
2009-11-06,38.224063873291016,0.9150729179382324,0.07363686710596085,0.011290216818451881,1.0
2009-11-09,38.509315490722656,0.0,0.0,0.0,0.0
2009-11-10,38.81359100341797,0.0,0.0,0.0,0.0
2009-11-11,38.58538055419922,0.0,0.0,0.0,0.0
2009-11-12,38.76287841796875,0.0,0.0,0.0,0.0
2009-11-13,38.94036102294922,0.0,0.0,0.0,0.0
2009-11-16,39.42213821411133,0.0,0.0,0.0,0.0
2009-11-17,39.40945816040039,0.0,0.0,0.0,0.0
2009-11-18,39.50453567504883,0.09151379764080048,0.8253121376037598,0.08317412436008453,1.0
2009-11-19,39.574256896972656,0.022186145186424255,0.1306816190481186,0.8471322059631348,1.0
2009-11-20,39.810672760009766,0.0,0.0,0.0,0.0
2009-11-23,40.05345916748047,0.7737748026847839,0.17941704392433167,0.04680810868740082,1.0
2009-11-24,40.366512298583984,0.6172357797622681,0.0487835556268692,0.33398065716028214,2.0
2009-11-25,40.44319152832031,0.0,0.0,0.0,0.0
2009-11-27,40.18123245239258,0.0,0.0,0.0,0.0
