Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,23.649973264028286,24.8171609105735,23.645535288185908,24.710649490356445,57710200,0.0,0.0
2000-01-04 00:00:00-05:00,24.26685611951953,24.959180471137135,23.36150889048113,23.556779861450195,51019600,0.0,0.0
2000-01-05 00:00:00-05:00,23.574535124683237,24.391122937737023,22.864458765506033,23.75205421447754,52389000,0.0,0.0
2000-01-06 00:00:00-05:00,23.21949853442964,23.681048199487112,22.20763965334211,22.367406845092773,55171200,0.0,0.0
2000-01-07 00:00:00-05:00,22.0123561998693,23.290493011474613,21.976852399546928,23.29049301147461,41096400,0.0,0.0
2000-01-10 00:00:00-05:00,24.355615615844727,24.781661370057755,23.894066048780612,24.355615615844727,53619800,0.0,0.0
2000-01-11 00:00:00-05:00,25.15444947352393,26.237315682334767,25.0745659007428,25.473983764648438,105481800,0.0,0.0
2000-01-12 00:00:00-05:00,25.811279895207655,26.911898432692436,25.34973018593984,25.91779136657715,97326600,0.0,0.0
2000-01-13 00:00:00-05:00,26.326087947732876,26.414847515999,25.367484610458717,25.864538192749023,76104200,0.0,0.0
2000-01-14 00:00:00-05:00,27.977001081458575,30.28474863259412,27.905993464500558,29.272890090942383,184405200,0.0,0.0
2000-01-18 00:00:00-05:00,28.487365809911026,30.036219317880953,28.47405188290842,29.006608963012695,102100600,0.0,0.0
2000-01-19 00:00:00-05:00,28.68709130081663,29.006625733622755,28.367556868010503,28.420812606811523,45568000,0.0,0.0
2000-01-20 00:00:00-05:00,28.332041422526043,28.633823818630642,27.107159932454426,27.160415649414062,70002000,0.0,0.0
2000-01-21 00:00:00-05:00,27.266939962906825,27.906008868287454,27.16042847867672,27.817249298095703,55558200,0.0,0.0
2000-01-24 00:00:00-05:00,29.037686250241478,29.787704433993703,27.906002008485164,28.06576919555664,74832600,0.0,0.0
2000-01-25 00:00:00-05:00,28.22553641686073,28.917860895010143,27.675227216280426,28.846853256225586,51382600,0.0,0.0
2000-01-26 00:00:00-05:00,28.61608474612854,28.740348141428104,27.373450793132882,27.408954620361328,49306200,0.0,0.0
2000-01-27 00:00:00-05:00,28.225523335159206,28.722576576281508,27.124905444102684,27.870485305786133,61482000,0.0,0.0
2000-01-28 00:00:00-05:00,27.62196300384846,28.048008705707304,26.43258541949252,26.698863983154297,53922800,0.0,0.0
2000-01-31 00:00:00-05:00,26.59234764932908,28.136763033502397,26.37932483771897,28.101259231567383,68453200,0.0,0.0
2000-02-01 00:00:00-05:00,27.941509980150602,28.829105595784355,27.444456435395697,28.81135368347168,48051400,0.0,0.0
2000-02-02 00:00:00-05:00,28.68709130081663,29.237400601760513,28.314301129209483,28.420812606811523,52080600,0.0,0.0
2000-02-03 00:00:00-05:00,28.891013884015187,29.725603713485818,28.62465542780116,29.601303100585938,56126000,0.015,0.0
2000-02-04 00:00:00-05:00,29.654587857194052,30.755536627940177,29.61907338071837,29.761131286621094,55953800,0.0,0.0
2000-02-07 00:00:00-05:00,29.814378425849956,30.719996829494,29.58353451903873,30.666725158691406,42810000,0.0,0.0
2000-02-08 00:00:00-05:00,30.91533088684082,31.270475411675292,30.68448694569841,30.91533088684082,38026000,0.0,0.0
2000-02-09 00:00:00-05:00,30.719998130661615,30.933084822897417,29.690079118188567,29.72559356689453,38615200,0.0,0.0
2000-02-10 00:00:00-05:00,29.654564331355964,30.719997780386716,29.317177072496225,30.577939987182617,43539200,0.0,0.0
2000-02-11 00:00:00-05:00,30.471414392644707,30.897588020513865,29.903182888819163,30.08075523376465,37756000,0.0,0.0
2000-02-14 00:00:00-05:00,30.205072637304106,31.234992809534344,30.014182260554534,31.217235565185547,34374200,0.0,0.0
2000-02-15 00:00:00-05:00,31.234972319432668,32.06956225633621,29.90317986692701,31.820960998535156,62771400,0.0,0.0
2000-02-16 00:00:00-05:00,31.643381951779737,32.069555446079804,30.400375926737883,30.45364761352539,46050000,0.0,0.0
2000-02-17 00:00:00-05:00,30.93309922868555,31.92750425555489,30.64898350672288,31.252729415893555,48669600,0.0,0.0
2000-02-18 00:00:00-05:00,31.25273716972957,31.394795065955616,29.885429918553903,29.938701629638672,50370000,0.0,0.0
