Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,24.174261810819985,24.336505178677836,23.768653391175352,23.930896759033203,4642400,0.0,0.0
2000-01-04 00:00:00-05:00,23.655087250206858,23.768657627951335,23.038562342451122,23.054786682128906,7822200,0.0,0.0
2000-01-05 00:00:00-05:00,23.054787816443483,23.57396671167655,22.95744177358728,23.298152923583984,8229600,0.0,0.0
2000-01-06 00:00:00-05:00,23.444166003168636,24.385177510562254,23.395492994165515,24.028242111206055,5356400,0.0,0.0
2000-01-07 00:00:00-05:00,24.43385765342515,25.163953001635065,24.3040629248545,25.050382614135742,9863800,0.0,0.0
2000-01-10 00:00:00-05:00,25.099057335077333,25.163954703752385,24.417634963989258,24.417634963989258,4928600,0.0,0.0
2000-01-11 00:00:00-05:00,24.141824643975063,24.644779324057875,24.125600299456263,24.498760223388672,6153000,0.0,0.0
2000-01-12 00:00:00-05:00,24.36895629046435,24.677218720237203,24.19048856796428,24.271610260009766,5163200,0.0,0.0
2000-01-13 00:00:00-05:00,24.38518341478095,24.920586643448793,24.15804265110368,24.239164352416992,4659200,0.0,0.0
2000-01-14 00:00:00-05:00,24.385196544553057,24.49876698754166,24.093158262582364,24.32029914855957,5404800,0.0,0.0
2000-01-18 00:00:00-05:00,23.882214430666064,24.15802804841153,23.638849473831833,23.703746795654297,4870000,0.0,0.0
2000-01-19 00:00:00-05:00,23.622638197582706,23.89845196774679,23.525292161054207,23.784881591796875,5507400,0.0,0.0
2000-01-20 00:00:00-05:00,23.94713238807538,23.96335673251175,23.37928033280259,23.866010665893555,4823400,0.0,0.0
2000-01-21 00:00:00-05:00,23.817315357616778,23.817315357616778,23.2656881626856,23.330585479736328,8538000,0.0,0.0
2000-01-24 00:00:00-05:00,23.39549079308143,23.41171512788939,21.6919356382454,21.724384307861328,11304200,0.0,0.0
2000-01-25 00:00:00-05:00,21.77306932018649,22.568062164217146,21.691947601407854,22.1300048828125,12956800,0.0,0.0
2000-01-26 00:00:00-05:00,22.389591239883515,22.551834654665278,21.562149824496515,21.67572021484375,9491400,0.0,0.0
2000-01-27 00:00:00-05:00,21.740609488872266,21.789282495190637,20.896944046020508,20.896944046020508,12406600,0.0,0.0
2000-01-28 00:00:00-05:00,20.994291226539385,22.113770434136924,20.994291226539385,21.935302734375,12340000,0.0,0.0
2000-01-31 00:00:00-05:00,22.113769261146164,22.519377648181127,21.497244512853023,22.340909957885742,9055200,0.0,0.0
2000-02-01 00:00:00-05:00,22.178673304963304,22.19489764534733,21.902859518434862,22.016429901123047,6079200,0.0,0.0
2000-02-02 00:00:00-05:00,22.19489756370533,22.405813987921828,22.048878500786216,22.16244888305664,5791600,0.0,0.0
2000-02-03 00:00:00-05:00,22.06510573871495,22.06510573871495,21.25388861596808,21.62704849243164,10237200,0.0,0.0
2000-02-04 00:00:00-05:00,21.578362594093544,21.708157256313655,21.237651605765752,21.31877326965332,6906000,0.0,0.0
2000-02-07 00:00:00-05:00,21.172762780764064,21.286333155833294,21.02674372710362,21.14031410217285,5822000,0.0,0.0
2000-02-08 00:00:00-05:00,21.399914521437427,21.545933650090145,21.091651916503906,21.302568435668945,6125400,0.0,0.0
2000-02-09 00:00:00-05:00,21.30254616141319,21.318770492076872,20.686021596193314,20.76714324951172,12422600,0.0,0.0
2000-02-10 00:00:00-05:00,20.718474356027752,20.864493360886208,20.11817400272076,20.247968673706055,11344800,0.0,0.0
2000-02-11 00:00:00-05:00,20.255800969183106,20.434911749457235,19.783599821187682,20.174386978149414,10233200,0.14,0.0
2000-02-14 00:00:00-05:00,20.04411584513199,20.386054458249596,19.978984680728637,20.22322654724121,7373000,0.0,0.0
2000-02-15 00:00:00-05:00,20.239507896572935,20.907102284150966,20.190659526750153,20.760557174682617,9863400,0.0,0.0
